,Título da Notícia,Tema,URL
379,"
Beatles vestiram camisa do Botafogo em homenagem a Garrincha #boato
",esporte,www.boatos.org/esporte/beatles-camisa-botafogo-garrincha.html
380,"
American Airlines faz 70 anos e está dando duas passagens aéreas #boato
",tecnologia,www.boatos.org/tecnologia/american-airlines-passagens-aereas.html
381,"
A partir de amanhã, todas chamadas e mensagens do WhatsApp serão gravadas #boato
",tecnologia,www.boatos.org/tecnologia/chamadas-mensagens-whatsapp-gravadas.html
382,"
Jean Wyllys diz que casamento infantil islâmico não é pedofolia #boato
",politica,www.boatos.org/politica/jean-wyllys-casamento-infantil-islamico.html
383,"
Comerciante de Caldas Novas terá que indenizar família de assaltantes #boato
",brasil,www.boatos.org/brasil/comerciante-caldas-novas-assaltantes.html
384,"
Marcação de mamografia grátis no hospital Mário Penna #boato
",saude,www.boatos.org/saude/mamografia-gratis-hospital-mario-penna.html
385,"
Piloto da British Airways tira foto de avião no eclipse solar #boato
",mundo,www.boatos.org/mundo/piloto-aviao-eclipse-solar.html
386,"
Michel Temer confiscará poupança do povo brasileiro #boato
",politica,www.boatos.org/politica/temer-confiscara-poupanca.html
387,"
Casal em Kombi finge que é da Cedae para realizar assaltos #boato
",brasil,www.boatos.org/brasil/casal-kombi-cedae-assaltos.html
388,"
Soldado ficou três anos na guerra e encontrou esposa grávida no retorno #boato
",mundo,www.boatos.org/mundo/soldado-guerra-esposa-gravida.html
389,"
Losartana e Atenolol, remédios gratuitos do governo, estão fazendo mal #boato
",saude,www.boatos.org/saude/remedios-estao-fazendo-mal.html
390,"
Revista inglesa elege Lula como presidente mais corrupto do mundo #boato
",politica,www.boatos.org/politica/revista-inglesa-lula-presidente-corrupto.html
391,"
Jovem que agrediu professora é morto com 8 tiros em SC #boato
",brasil,www.boatos.org/brasil/jovem-agrediu-professora-morto-8-tiros.html
392,"
Maria do Rosário diz que perdoaria estuprador se fosse estuprada #boato
",politica,www.boatos.org/politica/maria-do-rosario-perdoaria-estuprador.html
393,"
Spinner é do diabo e foi trazido pela pombagira para o Brasil #boato
",religiao,www.boatos.org/religiao/spinner-diabo-pombagira-brasil.html
394,"
Mulher escorrega, cai em vulcão e morre queimada na lava #boato
",mundo,www.boatos.org/mundo/mulher-escorrega-cai-vulcao.html
395,"
Dipirona S/500 da Venezuela contém vírus Marburg, que é mortal #boato
",saude,www.boatos.org/saude/dipirona-s500-virus-marburg.html
396,"
Noiva traída surpreende convidados em seu próprio casamento #boato
",brasil,www.boatos.org/brasil/noiva-traida-surpreende-casamento.html
397,"
Michel Temer decreta redução do salário mínimo para 2018 #boato
",politica,www.boatos.org/politica/michel-temer-reducao-salario.html
398,"
Bruno Guimarães Buhler (CORE) foi morto por causa de denúncia em áudio #boato
",brasil,www.boatos.org/brasil/bruno-guimaraes-buhler-audio.html
399,"
Fabrizio Brambilla é um hacker do Facebook! Não aceite amizade dele #boato
",tecnologia,www.boatos.org/tecnologia/fabrizio-brambilla-hacker-facebook.html
400,"
MPF proíbe a vacina contra o HPV em todo Brasil #boato
",saude,www.boatos.org/saude/mpf-proibe-vacina-hpv.html
401,"
Aloysio Nunes diz que Brasil vai agir contra EUA em caso de invasão da Venezuela #boato
",politica,www.boatos.org/politica/aloysio-eua-invasao-venezuela.html
402,"
Cristovam Buarque diz em áudio que Brasil já está em intervenção militar #boato
",politica,www.boatos.org/politica/cristovam-buarque-intervencao-militar.html
403,"
Vídeo mostra Lula falando que o PT é fascismo, nazismo, menos democracia #boato
",politica,www.boatos.org/politica/lula-falando-pt-fascismo.html
404,"
O Boticário está dando vale-presente grátis no início de primavera #boato
",tecnologia,www.boatos.org/tecnologia/boticario-vale-presente-primavera.html
405,"
Chá de hibisco e cavalinha causam hepatite e morte de enfermeira #boato
",saude,www.boatos.org/saude/cha-hibisco-cavalinha-hepatite.html
406,"
Vídeo mostra drones da PRF fazendo monitoramento e aplicando multas #boato
",brasil,www.boatos.org/brasil/drones-prf-monitoramento-multas.html
407,"
André Lucas Oliveira Almeida está em coma na Bolívia, onde faz medicina #boato
",brasil,www.boatos.org/brasil/andre-lucas-coma-bolivia.html
408,"
Pabllo Vittar vai deixar o Brasil se Bolsonaro ganhar eleições #boato
",entretenimento,www.boatos.org/entretenimento/pabllo-vittar-brasil-bolsonaro.html
409,"
Silas Malafaia diz que Jean Wyllys quer legalizar sexo com crianças de 8 anos #boato
",politica,www.boatos.org/politica/jean-wyllys-criancas-malafaia.html
410,"
Jean Wyllys e Pabllo Vittar farão turnê LGBT em escolas do Brasil #boato
",politica,www.boatos.org/politica/jean-wyllys-pabllo-vittar-turne.html
411,"
7 boatos sobre fim do mundo que viralizaram recentemente na internet
",ciencia,www.boatos.org/ciencia/profecias-falsas-fim-mundo.html
412,"
Flor do Baobá só brota de 50 em 50 anos e é gigante #boato
",brasil,www.boatos.org/brasil/flor-baoba-50-anos.html
413,"
Bolsonaro alerta sobre roubo de Temer na gasolina e energia elétrica #boato
",politica,www.boatos.org/politica/bolsonaro-roubo-gasolina-energia.html
414,"
Lindbergh Farias pede que general Mourão seja levado algemado ao Senado #boato
",politica,www.boatos.org/politica/lindbergh-general-mourao-algemado.html
415,"
Adega de Joesley Batista é descoberta pela Polícia Federal #boato
",politica,www.boatos.org/politica/adega-joesley-batista.html
416,"
Traficante Faísca do Borel ameaça metralhar igrejas e é morto #boato
",religiao,www.boatos.org/religiao/faisca-borel-igrejas-morto.html
417,"
Última mensagem de Marcelo Rezende para o Brasil é divulgada #boato
",entretenimento,www.boatos.org/entretenimento/ultima-mensagem-marcelo-rezende.html
418,"
Novo número do SAMU é 3254; telefone 192 está com problemas #boato
",brasil,www.boatos.org/brasil/numero-samu-192-problemas.html
419,"
Ivete Sangalo diz que Sérgio Moro é um mentiroso #boato
",entretenimento,www.boatos.org/entretenimento/ivete-sangalo-diz-moro-mentiroso.html
420,"
Hitler (ou Stalin) e a história da galinha depenada #boato
",mundo,www.boatos.org/mundo/hitler-stalin-galinha-depenada.html
421,"
Papa apela para Trump aprovar lei do descanso dominical #boato
",religiao,www.boatos.org/religiao/papa-trump-lei-dominical.html
422,"
Comentarista da TV alemã Frederick Von Mullir critica os brasileiros #boato
",politica,www.boatos.org/politica/comentarista-alema-critica-brasileiros.html
423,"
Silas Malafaia pede boicote à novela “gay” da Globo “demoníaca” #boato
",religiao,www.boatos.org/religiao/silas-malafaia-novela-gay-globo.html
424,"
Bonecas trans com pênis, como a Niny, começam a ser vendidas no Brasil #boato
",brasil,www.boatos.org/brasil/bonecas-com-penis-vendidas-brasil.html
425,"
Orgia entre idosos acaba com sete mortos na Bélgica #boato
",mundo,www.boatos.org/mundo/orgia-idosos-sete-mortos.html
426,"
Rosto de Jesus aparece nas nuvens em Dianópolis, Tocantins #boato
",religiao,www.boatos.org/religiao/rosto-jesus-nuvens-dianopolis.html
427,"
Palmeiras tem mundial interclubes reconhecido pela Fifa #boato
",esporte,www.boatos.org/esporte/palmeiras-ja-foi-campeao-mundial.html
428,"
Livro de Roberto Bolaños revela que seu Madruga era pai de Chaves #boato
",entretenimento,www.boatos.org/entretenimento/livro-seu-madruga-pai-chaves.html
429,"
Vídeo íntimo do deputado Wladimir Costa com loira vaza na internet #boato
",politica,www.boatos.org/politica/video-intimo-wladimir.html
430,"
Veículos de luxo apreendidos na Lava Jato são retirados da PF em Curitiba #boato
",politica,www.boatos.org/politica/veiculos-luxo-lava-jato.html
431,"
Menino Gustavo, de 5 anos, foi sequestrado no Santa Mônica de Madureira #boato
",brasil,www.boatos.org/brasil/menino-sequestrado-santa-monica.html
432,"
Novo clipe de Gabriel O Pensador vai ser retirado do ar pela presidência #boato
",entretenimento,www.boatos.org/entretenimento/clipe-gabriel-o-pensador-retirado.html
433,"
Primo de Marcelo Freixo, Gustavo, deu drogas e estuprou alunos #boato
",politica,www.boatos.org/politica/primo-marcelo-freixo-alunos.html
434,"
Bandidos usam caminhão falso da Light com placa de MG para assaltar #boato
",brasil,www.boatos.org/brasil/caminhao-light-assaltar.html
435,"
Carro explode em posto de gasolina por causa de telefone celular #boato
",brasil,www.boatos.org/brasil/carro-explode-posto-celular.html
436,"
Maria do Rosário e Jean Wyllys querem descriminalizar a pedofilia #boato
",politica,www.boatos.org/politica/maria-rosario-jean-wyllys-pedofilia.html
437,"
Sargento da Polícia Militar tem prisão decretada após prender filho de juiz #boato
",brasil,www.boatos.org/brasil/juiz-prisao-sargento-filho.html
438,"
Ana Maria Braga está com câncer, é afastada do programa Mais Você e chora #boato
",entretenimento,www.boatos.org/entretenimento/ana-maria-braga-cancer-afastada-chora.html
439,"
Pai de Bruna Marquezine cometeu suicídio quando ela tinha cinco anos de idade #boato
",entretenimento,www.boatos.org/entretenimento/pai-bruna-marquezine-suicidio.html
440,"
Silvio Santos chama Bolsonaro de corrupto e torturador no Roda a Roda #boato
",entretenimento,www.boatos.org/entretenimento/silvio-santos-bolsonaro-corrupto.html
441,"
Médium que previu acidente da Chapecoense prevê tsunami em 2018 #boato
",brasil,www.boatos.org/brasil/vidente-chapecoense-campos-tsunami.html
442,"
Restaurante que vende carne humana é inaugurado em Tóquio #boato
",mundo,www.boatos.org/mundo/restaurante-carne-humana-toquio.html
443,"
Perfume Acqua di Gioia está sendo usado por bandidos em assaltos #boato
",brasil,www.boatos.org/brasil/perfume-acqua-di-gioia-assaltos.html
444,"
Moacyr Franco foi demitido do SBT por causa de música proibida pela Justiça #boato
",entretenimento,www.boatos.org/entretenimento/moacyr-franco-demitido-musica.html
445,"
Banco Central anuncia que vai bloquear contas com mais de R$ 10 mil #boato
",brasil,www.boatos.org/brasil/banco-central-bloquear-contas.html
446,"
Recarga Fácil está dando R$ 20 em créditos grátis em promoção de Natal #boato
",tecnologia,www.boatos.org/tecnologia/recarga-facil-creditos-gratis-natal.html
447,"
Enfermeira alerta que bactéria sem cura está nas notas de dinheiro #boato
",saude,www.boatos.org/saude/enfermeira-bacteria-sem-cura-dinheiro.html
448,"
Eliana acaba de anunciar a morte de Silvio Santos #boato
",entretenimento,www.boatos.org/entretenimento/eliana-morte-silvio-santos.html
449,"
Pedro Grandene, dono da Melissa, ganhou US$ 3,5 milhões no cassino ontem #boato
",entretenimento,www.boatos.org/entretenimento/pedro-grandene-milhoes-cassino.html
450,"
PCC oferece R$ 50 mil de recompensa pela morte da socialite Day McCarthy #boato
",brasil,www.boatos.org/brasil/pcc-morte-socialite-day-mccarthy.html
451,"
Cuidado com a lei do 1 minuto e meio ao acordar para não ter um AVC #boato
",saude,www.boatos.org/saude/lei-1-minuto-acordar-avc.html
452,"
Bactéria do dinheiro não tem cura e mata em 21 dias! Cuidado! #boato
",saude,www.boatos.org/saude/bacteria-do-dinheiro-mata.html
453,"
Bandidos colocam garrafa pet em pneu de carros para assaltar #boato
",brasil,www.boatos.org/brasil/garrafa-plastico-pneu-carros.html
454,"
MST rouba ovos de tartaruga no Rio Solimões para vender #boato
",politica,www.boatos.org/politica/mst-ovos-tartaruga-rio-solimoes.html
455,"
Bolsonaro diz que acredita na teoria da Terra plana #boato
",politica,www.boatos.org/politica/bolsonaro-teoria-terra-plana-boato.html
456,"
Apresentador Fausto Silva (Faustão) morre de infarto em São Paulo #boato
",entretenimento,www.boatos.org/entretenimento/fausto-silva-faustao-morre-infarto.html
457,"
General Aureliano fala, em áudio e vídeo, que intervenção militar é inevitável #boato
",politica,www.boatos.org/politica/general-aureliano-intervencao-militar.html
458,"
Anjo caiu do céu hoje de manhã em Londres e na China #boato
",religiao,www.boatos.org/religiao/anjo-caiu-londres-china.html
459,"
ONU alerta sobre megaterremoto no México e EUA nas próximas 48 horas #boato
",mundo,www.boatos.org/mundo/onu-alerta-megaterremoto-mexico.html
460,"
No ano em que boato virou fake news, deixamos um muito obrigado para você!
",opiniao,www.boatos.org/opiniao/ano-boato-fake-news-obrigado.html
461,"
Thomas Beatie recebe útero de mulher em transplante e é o 1º homem grávido do mundo #boato
",brasil,www.boatos.org/brasil/thomas-beatie-utero-transplante.html
462,"
Polícia Federal descobre fraude na Mega Sena da Virada #boato
",brasil,www.boatos.org/brasil/fraude-mega-sena-da-virada.html
463,"
Os cinco boatos que mais bombaram em 2017 no Boatos.org
",lista,www.boatos.org/lista/os-cinco-boatos-que-mais-bombaram-2017.html
464,"
Carlos, diretor do Facebook, diz que serviço vai custar dinheiro #boato
",tecnologia,www.boatos.org/tecnologia/carlos-diretor-facebook-dinheiro.html
465,"
O melhor do Boatos.org em 2017, por Edgard Matsuki
",opiniao,www.boatos.org/opiniao/melhor-2017-edgard-matsuki.html
466,"
Cartão de crédito para quem tem nome sujo está em site no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/cartao-credito-nome-sujo-whatsapp.html
467,"
O melhor do Boatos.org em 2017, por Kyene Becker
",opiniao,www.boatos.org/opiniao/melhor-2017-kyene-becker.html
468,"
Shakespeare disse “eu sempre me sinto feliz porque não espero nada de ninguém” #boato
",entretenimento,www.boatos.org/entretenimento/shakespeare-eu-sempre-me-sinto-feliz.html
469,"
O melhor do Boatos.org em 2017, por Carol Lira
",opiniao,www.boatos.org/opiniao/melhor-2017-carol-lira.html
470,"
Adote um cão de raça que foi resgatado em link no WhatsApp #boato
",tecnologia,www.boatos.org/tecnologia/adote-cao-raca-whatsapp.html
471,"
FBI vai pedir a prisão de Lula e Dilma nos EUA #boato
",politica,www.boatos.org/politica/fbi-prisao-lula-dilma.html
472,"
O melhor do Boatos.org em 2017, por Hellen Bizerra
",opiniao,www.boatos.org/opiniao/melhor-2017-por-hellen-bizerra.html
473,"
Retrospectiva 2017 – Boatos.org
",opiniao,www.boatos.org/opiniao/retrospectiva-2017-boatos-org.html
474,"
Walmart dá cupons e vouchers de R$ 40 mil em prêmios na roleta da sorte #boato
",tecnologia,www.boatos.org/tecnologia/walmart-cupons-40-mil-roleta.html
475,"
Mulher de Gilmar Mendes agride repórter durante entrevista sobre Itaipu #boato
",politica,www.boatos.org/politica/mulher-gilmar-mendes-itaipu.html
476,"
Áustria é o 1º país com governo 100% de direita e proíbe comunismo #boato
",mundo,www.boatos.org/mundo/austria-governo-100-direita-comunismo.html
477,"
Juíza do Fórum de Duque de Caxias bate carro e agride policiais #boato
",brasil,www.boatos.org/brasil/juiza-duque-caxias-agride-policiais.html
478,"
Vagas de emprego na Cacau Show para todo Brasil em site #boato
",brasil,www.boatos.org/brasil/vagas-emprego-cacau-show-site.html
479,"
Pabllo Vittar vai ganhar R$ 5 milhões da Lei Rouanet em 2018 #boato
",entretenimento,www.boatos.org/entretenimento/pabllo-vittar-lei-rouanet-2018.html
480,"
Morre Laura Cardoso, atriz, de câncer no Rio de Janeiro #boato
",entretenimento,www.boatos.org/entretenimento/laura-cardoso-morre-de-cancer-no-rio-de-janeiro-boato.html
481,"
Dilma diz que Lua é muito mais importante que o Sol #boato
",politica,www.boatos.org/politica/dilma-diz-que-lua-e-muito-mais-importante-que-o-sol-boato.html
482,"
Fábio Luís, filho de Lula, é o novo embaixador do Brasil na Rússia #boato
",politica,www.boatos.org/politica/fabio-luis-lula-da-silva-filho-de-lula-e-o-novo-embaixador.html
483,"
Chinês apaixonado por sashimi fica com larvas no corpo #boato
",saude,www.boatos.org/saude/chines-apaixonado-por-sashimi-fica-com-larvas-no-corpo-boato.html
484,"
Sérgio Moro, em entrevista, diz que vai prender Lula #boato
",politica,www.boatos.org/politica/sergio-moro-em-entrevista-diz-que-vai-prender-lula-boato.html
485,"
Prefeito de Durval (Canadá), a carne de porco e os muçulmanos #boato
",mundo,www.boatos.org/mundo/prefeito-de-durval-canada-se-recusa-a-retirar-carne.html
486,"
Menina está perdida próxima a Lanchonete do Geo, na Paraíba #boato
",brasil,www.boatos.org/brasil/menina-esta-perdida-proxima-a-lanchonete-do-geo-na-paraiba-boato.html
487,"
Arlete Salles pede liberação da pílula do câncer em vídeo #boato
",entretenimento,www.boatos.org/entretenimento/arlete-sales-pede-liberacao-da-pilula-do-cancer.html
488,"
Mãe perde filho por causa de erro no Facebook #boato
",tecnologia,www.boatos.org/tecnologia/mae-perde-filho-por-erro-no-facebook-boato.html
489,"
Página do Facebook sorteia L200 2017, Hilux 2016 e Civic 2017 #boato
",brasil,www.boatos.org/brasil/pagina-do-facebook-sorteia-caminhonetes.html
490,"
Panda viaja da China ao Japão de avião #boato
",mundo,www.boatos.org/mundo/panda-viaja-da-china-ao-japao-de-aviao-boato.html
491,"
Djavan fez música Flor de Lis para esposa e filha que morreram #boato
",entretenimento,www.boatos.org/entretenimento/djavan-fez-musica-flor-de-lis-para-boato.html
492,"
Morre Sidney Magal aos 63 anos #boato
",entretenimento,www.boatos.org/entretenimento/morre-sidney-magal-aos-63-anos-boato.html
493,"
Nem a volta de Jesus me impede de ser presidente, diz Lula #boato
",politica,www.boatos.org/politica/nem-a-volta-de-jesus-me-impede-de-ser-presidente-diz-lula-boato.html
494,"
Novo inseto assassino espalha vírus mortal #boato
",saude,www.boatos.org/saude/novo-inseto-assassino-espalha-virus-mortal-boato.html
495,"
Morre Chester Bennington, vocalista do Linkin Park #boato
",entretenimento,www.boatos.org/entretenimento/morre-chester-bennington-vocalista-do-linkin-park-boato.html
496,"
7 casos de celebridades que compartilharam boatos no Facebook
",entretenimento,www.boatos.org/entretenimento/7-casos-de-celebridades-boatos.html
497,"
Morre Roberta Miranda aos 59 anos de infarto #boato
",entretenimento,www.boatos.org/entretenimento/morre-roberta-miranda-aos-59-anos-de-infarto-boato.html
498,"
Ministra da Cultura chama obras de Portinari de rabiscos #boato
",politica,www.boatos.org/politica/ministra-da-cultura-diz-que-obras-de-portinari-sao-rabiscos-boato.html
499,"
Morre Fernanda Montenegro aos 86 anos no RJ #boato
",entretenimento,www.boatos.org/entretenimento/morre-fernanda-montenegro-aos-86-anos.html
500,"
Fernando Haddad dirige a 100 km/h na Marginal #boato
",politica,www.boatos.org/politica/carro-de-fernando-haddad-corre-a-100-kmh-na-marginal-boato.html
501,"
Lobisomem é flagrado em Taubaté, Mundo Novo e Alfenas #boato
",brasil,www.boatos.org/brasil/lobisomem-e-flagrado-em-taubate-mundo-novo.html
502,"
Morre Tarcísio Meira aos 80 anos no Rio de Janeiro #boato
",entretenimento,www.boatos.org/entretenimento/morre-tarcisio-meira-aos-80-anos-no-rio-de-janeiro-boato.html
503,"
Ana Paula do BBB é prima de Pedro Bial #boato
",entretenimento,www.boatos.org/entretenimento/ana-paula-do-bbb-e-prima-de-pedro-bial-boato.html
504,"
Morre Cid Moreira aos 89 anos em São Paulo #boato
",entretenimento,www.boatos.org/entretenimento/morre-cid-moreira-aos-89-anos-em-sao-paulo-boato.html
505,"
Corte de Haia quer novas eleições no Brasil e prisão de Lula #boato
",politica,www.boatos.org/politica/corte-de-haia-quer-novas-eleicoes-no-brasil.html
506,"
Professora cometeu crime de propósito para ser presa #boato
",brasil,www.boatos.org/brasil/professora-cometeu-crime-de-proposito-para-ser-presa-boato.html
507,"
Estado Islâmico está leiloando cabeças de cristãos #boato
",mundo,www.boatos.org/mundo/estado-islamico-esta-leiloando-cabecas-de-cristaos-boato.html
508,"
Amanda do BBB15 morreu em acidente de carro #boato
",entretenimento,www.boatos.org/entretenimento/amanda-do-bbb15-morreu-em-acidente-de-carro-boato.html
509,"
Homem toma 24 latas de red bull e seu coração incha para fora do peito #boato
",saude,www.boatos.org/saude/homem-toma-24-latas-de-red-bull-e-seu-coracao-incha-para-fora-do-peito-boato.html
510,"
Claudia Leitte ganhou R$ 356 mil para lançar livro #boato (agora é)
",entretenimento,www.boatos.org/entretenimento/claudia-leitte-ganhou-r-356-mil-para-lancar-livro.html
511,"
7 boatos de morte de celebridades (só este ano)
",entretenimento,www.boatos.org/entretenimento/7-boatos-de-morte-de-celebridades-so-este-ano.html
512,"
Golfinho morre por causa de selfie de turistas na Argentina #boato
",mundo,www.boatos.org/mundo/golfinho-morre-por-causa-de-selfie-de-turistas-na-argentina.html
513,"
Desafio da maternidade foi criado por pedófilos, diz polícia #boato
",tecnologia,www.boatos.org/tecnologia/desafio-da-maternidade-foi-criado-por-pedofilos.html
514,"
Maria do Rosário cria decreto após ladrão morrer em janela #boato
",politica,www.boatos.org/politica/maria-do-rosario-cria-decreto-apos-ladrao.html
515,"
Morre Claudia Rodrigues, aos 44 anos, no Rio #boato
",entretenimento,www.boatos.org/entretenimento/morre-claudia-rodrigues-aos-44-anos-no-rio-boato.html
516,"
Metrô de Estocolmo tem catraca livre para quem não tem dinheiro #boato
",mundo,www.boatos.org/mundo/metro-de-estocolmo-tem-catraca-livre.html
517,"
Própolis espanta mosquito da zika e dengue #boato
",saude,www.boatos.org/saude/propolis-espanta-mosquito-da-zika-e-dengue-boato.html
518,"
Larvicida pyriproxyfen causou microcefalia; Zika é uma farsa #boato
",saude,www.boatos.org/saude/zika-e-uma-farsa-microcefalia-foi-causada-por-larvicida.html
519,"
Ana Paula sai do BBB algemada por causa de racismo #boato
",entretenimento,www.boatos.org/entretenimento/ana-paula-sai-do-bbb-algemada-pela-policia-por-racismo-boato.html
520,"
José Genoíno leva torta na cara em evento nos EUA #boato
",politica,www.boatos.org/politica/jose-genoino-leva-torta-na-cara.html
521,"
Diogo Mainardi fez texto “Virei Petista” #boato
",brasil,www.boatos.org/brasil/diogo-mainardi-fez-texto-virei-petista-boato.html
522,"
PT paga R$ 100,00 por pessoa em protesto de 31/03 em Brasília #boato
",politica,www.boatos.org/politica/pt-paga-r-10000-por-pessoa.html
523,"
Homem pega câncer nos olhos por usar telefone celular à noite #boato
",saude,www.boatos.org/saude/homem-pega-cancer-nos-olhos.html
524,"
Dr. Vinay Goyal fala da prevenção contra H1N1 #boato
",saude,www.boatos.org/saude/prevencao-contra-h1n1-por-vinay-goyal.html
525,"
Se você tem 2 anos de carteira, pode ganhar R$ 3.284 de Abono #boato
",brasil,www.boatos.org/brasil/se-voce-tem-2-anos-de-carteira-pode.html
526,"
Abin e Dilma monitoram Sérgio Moro criminosamente #boato
",politica,www.boatos.org/politica/abin-e-dilma-monitoram-sergio-moro.html
527,"
Fim da CLT é votado na Câmara dos Deputados #boato
",politica,www.boatos.org/politica/fim-da-clt-e-votado-na-camara.html
528,"
Página CNJ – Destituição de Sérgio Moro conta votos contra juiz #boato
",politica,www.boatos.org/politica/pagina-cnj-destituicao-de-sergio-moro-do-facebook.html
529,"
Rosa Weber é prima de Letícia Weber e mãe de repórter da Globo #boato
",politica,www.boatos.org/politica/rosa-weber-e-prima-de-leticia-weber.html
530,"
Gatos morrem após comer sachês de Whiskas envenenados #boato
",saude,www.boatos.org/saude/gatos-morrem-apos-comerem-whiskas.html
531,"
Estão tirando gado da fazenda do Lulinha no Sul do Pará #boato
",politica,www.boatos.org/politica/lulinha-retira-gado-de-fazenda-no-sul-do-para-boato.html
532,"
Chico Buarque diz que não voltará ao Brasil se Lula for preso #boato
",entretenimento,www.boatos.org/entretenimento/chico-buarque-diz-que-nao-voltara-ao-brasil-se-lula-for-preso-boato.html
533,"
Vídeo íntimo de Munik, do BBB 16, vaza na web #boato
",entretenimento,www.boatos.org/entretenimento/video-intimo-de-munik-do-bbb-16-vaza.html
534,"
Morte de Roger Agnelli, da Vale, foi queima de arquivo de Dilma #boato
",politica,www.boatos.org/politica/morte-de-roger-agnelli-da-vale-foi-queima-de-arquivo-de-dilma-boato.html
535,"
Sérgio Moro é professor na UFPR, não vai trabalhar e recebe salário #boato
",politica,www.boatos.org/politica/sergio-moro-e-professor-fantasma-na-ufpr-boato.html
536,"
Eleições 2014: divulgado o escândalo que todo mundo suspeitava #boato
",politica,www.boatos.org/politica/eleicoes-2014-divulgado-o-escandalo.html
537,"
Obama tira sarro do grampo em Lula durante palestra #boato
",politica,www.boatos.org/politica/obama-tira-sarro-do-grampo-em-lula.html
538,"
Joaquim Barbosa pede apoio a Moro e Lava Jato em áudio #boato
",politica,www.boatos.org/politica/joaquim-barbosa-pede-apoio-moro.html
539,"
Sérgio Moro vendeu grampos para Globo por R$5 milhões #boato
",politica,www.boatos.org/politica/sergio-moro-vendeu-grampos-para-globo.html
540,"
Mulher que defecou em foto de Bolsonaro é professora de crianças #boato
",brasil,www.boatos.org/brasil/mulher-que-defecou-em-foto.html
541,"
Cadeiras de rodas gratuitas no Clube Naval de Charitas #boato
",saude,www.boatos.org/saude/cadeiras-de-rodas-gratuitas-no-clube.html
542,"
7 animais bizarros que já apareceram em boatos na web
",mundo,www.boatos.org/mundo/7-animais-bizarros-que-ja-apareceram-em-boatos-na-web.html
543,"
300 uniformes da Vivo e GVT foram roubados #boato
",brasil,www.boatos.org/brasil/300-uniformes-da-vivo-e-gvt-foram-roubados-boato.html
544,"
Doação de 200 latas de leite NAN que vão vencer em MG #boato
",brasil,www.boatos.org/brasil/doacao-de-200-latas-de-leite-nan.html
545,"
Temer disse que o PT errou ao olhar só para o trabalhador #boato
",politica,www.boatos.org/politica/michel-temer-disse-que-o-pt-errou.html
546,"
Casal que levou cuspida de José de Abreu é de amantes #boato
",politica,www.boatos.org/politica/casal-que-levou-cusparada-de-amantes.html
547,"
Barata que tem veneno de escorpião e mata é achada no Brasil #boato
",brasil,www.boatos.org/brasil/barata-que-tem-veneno-de-escorpiao.html
548,"
Holocausto econômico brasileiro é decretado na Petrobras #boato
",brasil,www.boatos.org/brasil/holocausto-economico-brasileiro.html
549,"
Lulinha comprou a maior fazenda do mundo #boato
",brasil,www.boatos.org/brasil/lulinha-comprou-maior-fazenda-do-mundo-boato.html
550,"
Marcela Temer chama doméstica de criada no Twitter #boato
",politica,www.boatos.org/politica/marcela-temer-chama-domestica-de-criada.html
551,"
Vacina da gripe é um veneno mortal #boato
",saude,www.boatos.org/saude/vacina-da-gripe-h1n1-e-um-veneno-mortal.html
552,"
Sérgio Moro é capa da revista Time e Dilma se irrita #boato
",politica,www.boatos.org/politica/sergio-moro-e-capa-da-revista-time.html
553,"
Sérgio Moro compartilha boato sobre MST no Facebook #boato
",politica,www.boatos.org/politica/sergio-moro-compartilha-boato-sobre-mst.html
554,"
Presidente francês não vai reconhecer novo governo do Brasil #boato
",mundo,www.boatos.org/mundo/presidente-frances-nao-vai-reconhecer.html
555,"
MST viaja para fazer protesto em Nova York #boato
",politica,www.boatos.org/politica/mst-protesto-em-nova-york.html
556,"
Contas do Facebook estão sendo hackeadas; quase todas #boato
",tecnologia,www.boatos.org/tecnologia/contas-facebook-estao-sendo-hackeadas.html
557,"
Telefone (011) 3770-4110 hackeia o seu celular; não atenda #boato
",tecnologia,www.boatos.org/tecnologia/telefone-011-3770-4110-hackeia.html
558,"
Plano Temer vai reduzir parlamentares, ministérios e acabar com PT #boato
",politica,www.boatos.org/politica/plano-temer-vai-reduzir-parlamentare.html
559,"
Temer propõe fim do aumento do salário mínimo #boato
",politica,www.boatos.org/politica/temer-propoe-fim-do-aumento-do-salario-minimo-boato.html
560,"
Menina morta será enterrada como indigente #boato
",brasil,www.boatos.org/brasil/menina-morta-sera-indigente.html
561,"
Cientistas muçulmanos dizem que mulher é mamífero e não humana #boato
",mundo,www.boatos.org/mundo/cientistas-muculmanos-mulher-mamifero.html
562,"
Carrefour dá vale-compras grátis de R$ 1.500 #boato
",brasil,www.boatos.org/brasil/carrefour-da-vale-compras-gratis.html
563,"
Estupro era punido com castração em 1833 #boato
",brasil,www.boatos.org/brasil/estupro-punido-com-castracao.html
564,"
10 propostas de Alexandre Frota para educação são divulgadas #boato
",politica,www.boatos.org/politica/propostas-alexandre-frota-educacao.html
565,"
Alexandre Frota e Feliciano foram namorados por dois anos #boato
",entretenimento,www.boatos.org/entretenimento/alexandre-frota-feliciano-namorados.html
566,"
Acusados de estupro de menina de 16 anos foram mortos #boato
",brasil,www.boatos.org/brasil/fotos-acusados-estupro-mortos.html
